"<font _mstmutation=""1"">Id </font>","<font _mstmutation=""1"">x</font>0<font _mstmutation=""1""> (LU) </font>","<font _mstmutation=""1"">y</font>0<font _mstmutation=""1""> (LU) </font>","<font _mstmutation=""1"">z</font>0<font _mstmutation=""1""> (LU) </font>","<font _mstmutation=""1"">vx</font>0<font _mstmutation=""1""> (LU/TU) </font>","<font _mstmutation=""1"">vy</font>0<font _mstmutation=""1""> (LU/TU) </font>","<font _mstmutation=""1"">vz</font>0<font _mstmutation=""1""> (LU/TU) </font>","<font _mstmutation=""1"">Jacobi constant (LU</font>2<font _mstmutation=""1"">/TU</font>2) ","<font _mstmutation=""1"">Period (TU) </font>","<font _mstmutation=""1"">Period (days) </font>","<font _mstmutation=""1"">Stability index  </font>","Mass ratio"
"1147","8.2339081983651485E-1","-1.9017764504099543E-28","9.8941366235910004E-4","-2.3545391932685812E-15","1.2634272983881797E-1","2.2367029429442455E-16","3.1743435193301202E+0","2.7430007981241529E+0","1.2158772936893689E+1","1.1804065333857600E+3","1.215058560962404E-2"
